                                    Time     Open     High      Low    Close     Volume                      Date  ENGULF  STONED  DRAGON   RSI  fastd  fastk  BullE  BearE
Date                                                                                                                                                                       
2022-06-22 16:00:00+08:00  1655884800000  20091.6  20250.9  20032.7  20226.2  21809.371 2022-06-22 16:00:00+08:00       0       0       0   NaN    NaN    NaN    NaN    NaN
2022-06-22 17:00:00+08:00  1655888400000  20226.4  20512.4  20222.8  20415.7  35096.600 2022-06-22 17:00:00+08:00       0       0       0   NaN    NaN    NaN    NaN    NaN
2022-06-22 18:00:00+08:00  1655892000000  20415.7  20557.6  20342.3  20410.4  23768.874 2022-06-22 18:00:00+08:00       0       0       0   NaN    NaN    NaN  False  False
2022-06-22 19:00:00+08:00  1655895600000  20410.3  20680.0  20388.5  20497.5  26444.685 2022-06-22 19:00:00+08:00     100       0       0   NaN    NaN    NaN  False  False
2022-06-22 20:00:00+08:00  1655899200000  20497.6  20572.5  20100.0  20352.6  44652.519 2022-06-22 20:00:00+08:00    -100       0       0   NaN    NaN    NaN  False  False
2022-06-22 21:00:00+08:00  1655902800000  20352.5  20774.1  20221.9  20715.4  54492.027 2022-06-22 21:00:00+08:00     100       0       0   NaN    NaN    NaN  False  False
2022-06-22 22:00:00+08:00  1655906400000  20715.4  20888.0  20620.1  20685.9  53806.498 2022-06-22 22:00:00+08:00       0       0       0   NaN    NaN    NaN  False  False
2022-06-22 23:00:00+08:00  1655910000000  20685.8  20695.7  20023.1  20075.4  63254.093 2022-06-22 23:00:00+08:00       0       0       0   NaN    NaN    NaN  False  False
2022-06-23 00:00:00+08:00  1655913600000  20075.4  20335.8  19830.0  20310.8  77604.121 2022-06-23 00:00:00+08:00       0       0       0   NaN    NaN    NaN  False  False
2022-06-23 01:00:00+08:00  1655917200000  20311.7  20373.8  20140.0  20255.4  37850.756 2022-06-23 01:00:00+08:00       0       0       0   NaN    NaN    NaN  False  False
2022-06-23 02:00:00+08:00  1655920800000  20255.5  20369.9  20180.4  20210.0  19975.261 2022-06-23 02:00:00+08:00       0       0       0   NaN    NaN    NaN  False  False
2022-06-23 03:00:00+08:00  1655924400000  20210.0  20258.0  19902.5  20103.0  32952.023 2022-06-23 03:00:00+08:00       0       0       0   NaN    NaN    NaN  False  False
2022-06-23 04:00:00+08:00  1655928000000  20103.0  20234.9  19745.7  19871.8  47401.832 2022-06-23 04:00:00+08:00       0       0       0   NaN    NaN    NaN  False  False
2022-06-23 05:00:00+08:00  1655931600000  19871.9  20060.8  19812.6  19995.3  21098.232 2022-06-23 05:00:00+08:00       0       0       0   NaN    NaN    NaN  False  False
2022-06-23 06:00:00+08:00  1655935200000  19995.3  20167.0  19907.3  20088.4  18961.681 2022-06-23 06:00:00+08:00       0       0       0  47.0    NaN    NaN  False  False
2022-06-23 07:00:00+08:00  1655938800000  20088.4  20126.7  19951.6  19977.4  14877.400 2022-06-23 07:00:00+08:00       0       0       0  45.0    NaN    NaN  False  False
2022-06-23 08:00:00+08:00  1655942400000  19977.5  20529.6  19874.0  20407.4  49575.669 2022-06-23 08:00:00+08:00       0       0       0  54.0    NaN    NaN  False  False
2022-06-23 09:00:00+08:00  1655946000000  20407.3  20600.0  20324.0  20366.6  27073.242 2022-06-23 09:00:00+08:00       0       0       0  53.0    NaN    NaN  False  False
2022-06-23 10:00:00+08:00  1655949600000  20366.6  20484.5  20335.0  20350.1  15025.409 2022-06-23 10:00:00+08:00       0     100       0  53.0    NaN    NaN  False  False
2022-06-23 11:00:00+08:00  1655953200000  20350.0  20368.9  20198.5  20202.9  16451.618 2022-06-23 11:00:00+08:00       0       0       0  49.0    NaN    NaN  False  False
2022-06-23 12:00:00+08:00  1655956800000  20202.9  20388.0  20152.0  20345.5  20994.453 2022-06-23 12:00:00+08:00       0       0       0  53.0   68.0   68.0  False  False
2022-06-23 13:00:00+08:00  1655960400000  20345.6  20465.5  20255.8  20338.0  18622.539 2022-06-23 13:00:00+08:00       0       0       0  52.0   65.0   79.0  False  False
2022-06-23 14:00:00+08:00  1655964000000  20338.0  20666.0  20290.0  20537.6  28801.562 2022-06-23 14:00:00+08:00       0       0       0  57.0   82.0  100.0  False  False
2022-06-23 15:00:00+08:00  1655967600000  20537.5  20617.2  20415.8  20446.2  18323.308 2022-06-23 15:00:00+08:00       0       0       0  54.0   82.0   67.0  False  False
2022-06-23 16:00:00+08:00  1655971200000  20446.2  20648.3  20433.8  20560.5  23563.513 2022-06-23 16:00:00+08:00       0       0       0  57.0   89.0  100.0  False  False
2022-06-23 17:00:00+08:00  1655974800000  20560.4  20782.0  20470.0  20738.7  39291.468 2022-06-23 17:00:00+08:00       0       0       0  61.0   89.0  100.0  False  False
2022-06-23 18:00:00+08:00  1655978400000  20738.7  20806.9  20662.5  20685.8  34704.920 2022-06-23 18:00:00+08:00       0       0       0  59.0   91.0   74.0  False  False
2022-06-23 19:00:00+08:00  1655982000000  20685.9  20710.8  20587.0  20629.5  14895.087 2022-06-23 19:00:00+08:00       0       0       0  57.0   73.0   46.0  False  False
2022-06-23 20:00:00+08:00  1655985600000  20629.5  20855.0  20474.9  20553.7  41855.683 2022-06-23 20:00:00+08:00       0       0       0  55.0   40.0    0.0  False  False
2022-06-23 21:00:00+08:00  1655989200000  20553.8  20640.0  20368.5  20452.1  36742.600 2022-06-23 21:00:00+08:00       0       0       0  52.0   15.0    0.0  False  False
2022-06-23 22:00:00+08:00  1655992800000  20450.9  20608.9  20384.1  20598.0  27759.836 2022-06-23 22:00:00+08:00     100       0       0  56.0   18.0   54.0  False  False
2022-06-23 23:00:00+08:00  1655996400000  20598.0  20609.4  20264.7  20339.9  33687.323 2022-06-23 23:00:00+08:00       0       0       0  48.0   18.0    0.0  False  False
2022-06-24 00:00:00+08:00  1656000000000  20339.9  20357.0  20189.1  20275.8  24636.353 2022-06-24 00:00:00+08:00       0       0       0  47.0   18.0    0.0  False  False
2022-06-24 01:00:00+08:00  1656003600000  20275.9  20381.4  20158.1  20305.9  24293.632 2022-06-24 01:00:00+08:00       0       0       0  47.0    3.0   10.0  False  False
2022-06-24 02:00:00+08:00  1656007200000  20305.9  20443.0  20276.3  20418.9  16793.981 2022-06-24 02:00:00+08:00       0       0       0  51.0   19.0   47.0  False  False
2022-06-24 03:00:00+08:00  1656010800000  20418.9  20950.0  20385.0  20900.5  51615.158 2022-06-24 03:00:00+08:00       0       0       0  62.0   53.0  100.0  False  False
2022-06-24 04:00:00+08:00  1656014400000  20900.4  21143.2  20736.0  20805.9  47959.645 2022-06-24 04:00:00+08:00       0       0       0  59.0   76.0   82.0  False  False
2022-06-24 05:00:00+08:00  1656018000000  20806.0  20839.1  20655.0  20676.4  18503.042 2022-06-24 05:00:00+08:00       0       0       0  55.0   79.0   55.0  False  False
